train_id,name,item_condition_id,category_name,category_name 1,category_name 2,category_name 3,category_name 4,category_name 5,brand_name,price,high_priced,shipping,item_description,has_offer
1998,Swell Bottle 9oz,3,Kids/Feeding/Bottle-Feeding,Kids,Feeding,Bottle-Feeding,,,Unknown,10,0,1,other than that used a couple times! a couple scratches from where my two year old dropped it!,0
1999,DVD's,3,Electronics/Media/DVD,Electronics,Media,DVD,,,Unknown,10,0,1,2 scooby doo dvd's,0
2000,Scentsy like Warmer Clearance,1,Home/Home DÃ©cor/Home Fragrance,Home,Home DÃ©cor,Home Fragrance,,,Unknown,28,0,0,aspen multi colored warmer new with box tahiti pear 1 paradise pineapple 1,0
2001,Naked Cosmetics Sierra Nevada,2,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Unknown,56,0,0,entire collection eyeshadow pigments neutral colors retails for [rm],0
2002,VS PINK 2-PACK CREW SOCK & BOYSHORTS,1,Women/Underwear/Panties,Women,Underwear,Panties,,,PINK,22,0,1,"cozy up in these cute calf-length socks. perfect for wearing out or hanging out in your dorm. comes in a set of two! only by victoriaâ€™s secret pink. 2 per pack hits at calf polyester/ cotton/ elastane one size fits all comfy, classic, and perfect for lounging this low rise cotton boyshort features binding details and an iconic pink logo waistband. soft cotton iconic logo elastic waistband low rise curved hem binding at leg imported cotton/spandex medium",0
2003,12 months Carter's rompers,3,Kids/Girls 0-24 Mos/One-Pieces,Kids,Girls 0-24 Mos,One-Pieces,,,Carter's,9,0,1,size 12 months carter's rompers in vguc. they do have minimal wash wear is the only reason i wouldn't say excellent condition. [rm] for both with free shipping!,0
2004,Bye Buddy Hoodie,1,Men/Sweats & Hoodies/Hoodie,Men,Sweats & Hoodies,Hoodie,,,Unknown,22,0,1,brand new,0
2005,Scooter Wireless Bluetooth Speaker hold,1,"Electronics/TV, Audio & Surveillance/Portable Audio & Accessories",Electronics,"TV, Audio & Surveillance",Portable Audio & Accessories,,,Unknown,15,0,1,new!!!! ships free.,0
2006,Cute Vera Bradley small cross body,1,Women/Women's Handbags/Messenger & Crossbody,Women,Women's Handbags,Messenger & Crossbody,,,Vera Bradley,30,0,0,cute summer bag little cross body va va bloom collection,0
2007,Large LuLaRoe Randy,2,Women/Tops & Blouses/Knit Top,Women,Tops & Blouses,Knit Top,,,Unknown,39,0,0,"teal with pinkish red flowers. so pretty but again, trying to downsize. bought from here new w/o tags, never worn by me.",0
2008,Guess furry distressed leather coat,2,Women/Coats & Jackets/Other,Women,Coats & Jackets,Other,,,GUESS,46,0,0,"guess furry real leather distressed finish coat, size medium. wooden button front, comes lined... so soft inside â™¡ boho 70's glam vibe. love the gorgeous aged vintage look the leather has... statement jacket for any wardrobe. retail for 260, before tax. sold out everywhere. open to reasonable offers. just don't ask for lowest. tags guess leather jacket coat retro 70s flower child furry faux fur shaggy free alternative apparel",1
2009,Ray Ban RayBan Wayfarer Sunglasses New,1,Women/Women's Accessories/Sunglasses,Women,Women's Accessories,Sunglasses,,,Unknown,25,0,1,"includes protective case and cleaning cloth. really cool shades, hard to find these kind!",0
2010,KISS Custom Fit Glue-On Nail Kit,1,Beauty/Makeup/Nails,Beauty,Makeup,Nails,,,Unknown,7,0,1,medium length 36 nails in 20 sizes. flawless fit & comfort. perfect for hard-to-fit nails. two shapes included: flat; regular. glue-on. 7 day wear. most comfortable nail ever. detailed instructions inside. salon results. kit contains: 36 nails - 12 flat and 24 regular; application tool; pink gel glue,0
2011,GIRL'S GYMBOREE DRESS,1,Kids/Girls (4+)/Dresses,Kids,Girls (4+),Dresses,,,Gymboree,12,0,0,brand new tag attached size 10 brand gymboree â€¢no discount on bundles â€¢no free shipping â€¢no shipments on saturday,1
2012,Fullips lip enhancer Kylie Jenner lips,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Unknown,11,0,1,*********** authentic********** retails for [rm] brand: fullips lip enhancer (lip plumper) new in the box . in original packing comes with amazing great tips and instructions on how to use size:medium in need of having kylie jenner's beautiful full lips? want to wear a beautiful lipstick but lips to thin or small? this is not permanent. few hours. for a night out. take a million selfies. good for couple hours,0
2013,10 games for Nintendo DS,3,Electronics/Video Games & Consoles/Games,Electronics,Video Games & Consoles,Games,,,Nintendo,25,0,1,"shows signs of wear as these games are older but works. bundle to save i have tons of other games. battleship, disney cars sticker has been peel off but works, speed machines, pipe mama, brain age2, backyard sports sandlot sluggers, harry potter, hannah montana, mario & sonic olympic winter games, woshi katsuma unleashed,",0
2014,10 ft long iPhone 5 6 durable charger,1,Electronics/Cell Phones & Accessories/Cell Phone Accessories,Electronics,Cell Phones & Accessories,Cell Phone Accessories,,,Unknown,7,0,1,"(color) 10 ft long iphone 5 6 durable charger huge sale free shipping great quality inspected on departure certified available in: white, pink, black **1x 10 ft long iphone 6 charger** -3 meter / 10 ft long -ios 9 supported -apple compatible devices: -iphone 5/5c/5s -iphone 6/6 plus -mini ipad [rm]",1
2015,Hold Lularoe TC leggings,2,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,LuLaRoe,20,0,0,"worn once, just not my favorite..",0
2016,Brandy Melville luana t shirt dress,2,"Women/Dresses/Above Knee, Mini",Women,Dresses,"Above Knee, Mini",,,Brandy Melville,20,0,1,maroon and cream stripes. nwot.,0
2017,Younique 3D FiberLash Mascara MoodStruck,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,MAC,10,0,1,"1.set includes black mood struck transplanting gel and black lash mascara (instructions included) 2.free shipping 3.ships within 24 hours 4.get it while supplies last brand new never been opened ""100% authentic: tracking number included"" supplies moving fast",0
2018,Mixed lot tanks and shorts,2,Kids/Girls 2T-5T/Tops & T-Shirts,Kids,Girls 2T-5T,Tops & T-Shirts,,,Unknown,38,0,0,all 3t lot of gently used clothes 3 circo tank tops 5 jumping beans tanks 4 pair running shorts 4 pair mixed lot shorts not pictured,0
2019,Mascara â˜†FOR WANDERINGPINEAPPLEâ˜†,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Maybelline,5,0,1,"maybelline full and soft, thick and healthy mascara. color is very black. brand new in original packaging.",0
2020,Lucina amiibo FREE SHIPPING,1,Electronics/Video Games & Consoles/Accessories,Electronics,Video Games & Consoles,Accessories,,,Nintendo,15,0,1,brand new in box on hand ready to ship hard to find free shipping (will get shipped in a box instead of envelope),0
2021,Women's pink roshe shoes,1,Women/Shoes/Athletic,Women,Shoes,Athletic,,,Nike,58,0,0,no description yet,0
2022,Leopardskin Jasper stone ring handmade,1,Women/Jewelry/Rings,Women,Jewelry,Rings,,,Unknown,20,0,1,"only 1 available *can be made in any size * non tarnishable antiqued bronze wire *natural 8mm leopardskin jasper stone bead. ~ leopard skin jasper is a stone of shamanic journeying. it also aids in service to others. it helps discover and connect with one's animal totems or ""power"" animals. it makes it easier for one to take responsibility properly. leopard skin jasper is said to bring energies of success in work or business. #ring #jasper #jasperring #wirering #handmade #jewelry #crystals #healingstone #bohemian #gift #christmas",0
2023,Clerks Movie White T-Shirt,1,Men/Tops/T-shirts,Men,Tops,T-shirts,,,Unknown,14,0,1,"clerks movie white t-shirt, color white, size large, movie tee, condition brand new.",0
2024,Bath and body works sanitizer holders,2,Beauty/Bath & Body/Cleansers,Beauty,Bath & Body,Cleansers,,,Bath & Body Works,16,0,0,all included in picture and comes with clear bag to store all. hand sanitizer holders,0
2025,Victoria's Secret Sports Bra,3,Women/Athletic Apparel/Sports Bras,Women,Athletic Apparel,Sports Bras,,,Victoria's Secret,12,0,0,"victorias secert sports bra dark gray, light gray, white and like green straps can be worn either crossbody or regular straps, adjustable 4 size clip closure size 38 d",0
2026,Okalan Glowing Shimmer Palette,1,Beauty/Makeup/Makeup Palettes,Beauty,Makeup,Makeup Palettes,,,Anastasia Beverly Hills,12,0,1,brand new âœ”ï¸� firm price âœ”ï¸� no trades highlighter six metallic powder highlighters for intense luminosity comparable to anastasia beverly hills best moonchild highlighting kit,0
2027,Bubble Mailers/Labels/Stickers,1,Other/Office supplies/Shipping Supplies,Other,Office supplies,Shipping Supplies,,,Unknown,10,0,1,"20 - 4.5x8 bubble mailers (usable space 4.5x7) (pink) 20 - shipping labels 25 - 1x3 fragile stickers âž•âž•available to add-on, just comment below:âž•âž• pic 2 - shipping labels 20 for [rm] pic 3 - thank you please rate stickers 10/[rm] or 30/[rm] pic 4 - 1x3 fragile stickers 25 for [rm] **ships next business day, or sooner monday - saturday (except holidays) - lined with 3/16"" bubble wrap - approved by all carriers: usps, ups, fedex, dhl - self sealing - water & tear resistant - custom listings available @mrscoolbreeze price is firms",0
2028,New BBW Body Wash And Bath Foam,1,Beauty/Bath & Body/Bath,Beauty,Bath & Body,Bath,,,Bath & Body Works,16,0,0,"brand new bath & body works sleep and sensual lotions in sleep lavender chamomile, sleep night time tea, and sensual black currant vanilla. [rm] each or bundle and save. i have loads of other new bbw items both listed and some that i'm still adding. if you're interested in something you don't see just ask ;)",0
2029,3 pack faux opal color nose studs,1,Women/Jewelry/Rings,Women,Jewelry,Rings,,,Unknown,14,0,0,"purple, pink and blue faux opal l shaped nose studs, never worn just don't need, surgical steel please double check your shipping info is correct before buying ! (:",0
2030,Add on for buyer,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Bonne Bell,4,0,1,nip soda balms,0
2031,Light blue 00g squishy silicone tunnels,2,Women/Jewelry/Earrings,Women,Jewelry,Earrings,,,Hot Topic,6,0,1,light blue kinda tealish blue tunnels. squishy silicone tunnels 00gauge / 10mm sterilized && ready to ship,0
2032,Mary Kay foundation primer,1,Beauty/Makeup/Face,Beauty,Makeup,Face,,,Mary Kay,13,0,0,mk foundation primer new in box new cost [rm],0
2033,mini becca bundle ON HOLD,2,Beauty/Makeup/Face,Beauty,Makeup,Face,,,Sephora,15,0,1,bought at ulta for [rm] but waaaay too dark for my pale skin lol. includes: travel size liquid opal highlighter travel sized opal powder highlight the powder was swatched a max of two times but has since been cleaned & sanitized.,0
2034,Bath & Body Works Lot of 3 Shower Gels,1,Beauty/Skin Care/Body,Beauty,Skin Care,Body,,,Bath & Body Works,22,0,0,bath and body works lot of 3 japanese cherry blossom shower gels 10 fl oz each new,0
2035,Large pearl choker necklace,1,Women/Jewelry/Necklaces,Women,Jewelry,Necklaces,,,Customized & Personalized,5,0,1,large pearl brown cord necklace multiple lengths brandy melville urban outfitters tillys pac sun pacific sunwear,0
2036,New nintendo ds lite charger,1,Electronics/Video Games & Consoles/Accessories,Electronics,Video Games & Consoles,Accessories,,,Unknown,13,0,0,3 new nintendo ds lite charger ships next business day no free shipping sorry all orders placed march 25th thru march 31st will ship april 1st,0
2037,Leaf necklace,1,Women/Jewelry/Necklaces,Women,Jewelry,Necklaces,,,Unknown,5,0,1,new 1x leaf necklace long necklace has adjustable clasp comes with tracking number,0
2038,Chronicles of Narnia 1994 Book Box Set,3,Other/Books/Literature & Fiction,Other,Books,Literature & Fiction,,,Unknown,15,0,0,"most books range from very good to like new. first book shows cosmetic flaws on back cover, but none of them appear to have been read. spines are tight, no markings or highlights or dog-eared pages or odor. box shows slight wear and tear due to shelf life.",0
2039,His Doe Her Buck Couple 2PC Necklace Set,1,Home/Seasonal DÃ©cor/Valentine,Home,Seasonal DÃ©cor,Valentine,,,Unknown,12,0,1,"this two piece necklace set is perfect for a couple! -chain length: 50cm -pendant size:3.2cm -material: metal alloy -nickel & lead free *each piece comes in a beautiful box ready to be gifted -has free jewelry card that has message, ""her buck his doe"" *free gift with every purchase! i typically ship same day or next day!",0
2040,Boost mobill screen size 5.7,4,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,Electronics,Cell Phones & Accessories,Cell Phones & Smartphones,,,LG,34,0,0,zte maxx n9520 boost mobile black android cellphone cellphone 8gb screen size 5.7,0
2041,Stussy basic dad cap,1,Men/Men's Accessories/Hats,Men,Men's Accessories,Hats,,,Unknown,18,0,1,stussy basic dadcap strapback,0
2042,Bruno Magli Cranberry Leather Handbag,2,Women/Women's Handbags/Shoulder Bag,Women,Women's Handbags,Shoulder Bag,,,Bruno Magli,40,0,1,"bruno magli cranberry leather handbag with gold tone hardware, magnetic snap closure, back wall zipper pocket, lilac interior h-6.5 l-11 d-3 strap drop-10 all measurements are approximate as everyone measures different",0
2043,Adidas Samoas size 6 1/2,4,Women/Shoes/Athletic,Women,Shoes,Athletic,,,Adidas,16,0,1,need to be cleaned,0
2044,PINK Beach Flower Bundle,1,Beauty/Fragrance/Women,Beauty,Fragrance,Women,,,Victoria's Secret,20,0,0,"pink beach flower lotion and body mist, brand new never used no free shipping, ships usps within 1-2 days of purchase any questions just ask! i will bundle to save i will not respond to: 'whats your lowest' or 'lowest' i will consider reasonable offers",1
2045,Daddy's lil monster decal,1,Handmade/Paper Goods/Sticker,Handmade,Paper Goods,Sticker,,,Unknown,4,0,1,"4in by 6in made out of oracal outdoor vinyl. used for windows, walls, and much more this decal comes with a blue lined paper over top of the decal to help place the decal where you want it. made from a vinyl decal company. this stuff is high quality. this decal comes with instructions on how to apply the decal easily. please read and follow them. if you need any help you can message me. i respond quickly.",0
2046,Mally Lipstick Pen & Eyeshadow Stick,2,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Mally Beauty,8,0,1,"mally high-shine liquid lipstick pen (unsure of name, it is a pink color) swatched. mally evercolor shadow stick in antique taupe. swatched.",0
2047,JORDAN ZIP UP,2,Sports & Outdoors/Apparel/Boys,Sports & Outdoors,Apparel,Boys,,,Nike,19,0,0,in perfect condition nike jordan zip up white with blue & navy detailing fits a boy xl and men's s,0
2048,Sperry boat shoes leopard detail,3,Women/Shoes/Loafers & Slip-Ons,Women,Shoes,Loafers & Slip-Ons,,,Sperry,24,0,0,women's sperry boat shoes tan color with leopard print accents good condition. show some wear but lots of life left! size 8,0
2049,Cayde 6 Figure,1,Kids/Toys/Action Figures & Statues,Kids,Toys,Action Figures & Statues,,,Funko,14,0,0,exclusive gamestop release for destiny 2 limited edition.,0
2050,VS XS Cheeky Bundle,1,Women/Underwear/Panties,Women,Underwear,Panties,,,Victoria's Secret,25,0,1,brand new with tags,0
2051,Adidas NMD coral color,1,Women/Shoes/Athletic,Women,Shoes,Athletic,,,adidas Originals,166,1,0,new with box adidas nmd coral color size 6.5 women's runs 1/2 bigger price is firm,0
2052,Final price! Rayon shorts,2,Women/Pants/Other,Women,Pants,Other,,,Mossimo,7,0,0,"soft, comfy black shorts with an awesome tribal design along the outer thigh. elastic/drawstring waist and fringe on the leg openings. these are really cute and comfy, i just didn't like how i looked in them. size med.",0
2053,Hold for Nikki LUSH kitchen shower jelly,1,Beauty/Bath & Body/Bath,Beauty,Bath & Body,Bath,,,Unknown,45,0,0,reserved listing you get 1 calacas shower jelly and 1 twilight shower jelly fresh from the kitchen and unused. this exclusive is a vibrant green jelly in the shape of a skull. it's an identical scent to the enchanter bath bomb and perfect fun for halloween! item will be packaged carefully but i do not guarantee handling by the po. check out my other listings and combine shipping!,0
2054,Ana,2,Women/Dresses/Full-Length,Women,Dresses,Full-Length,,,LuLaRoe,21,0,0,tried on several times but never worn longer then 5 minutes.,0
2055,Red Converse women's 7 / men's 5,3,Women/Shoes/Fashion Sneakers,Women,Shoes,Fashion Sneakers,,,Converse Shoes,30,0,0,excellent condition red converse low top. only worn twice. women's size 7 / men's size 5. no flaws. they look brand new,0
2056,Free ship! BNIB UD afterglow in sin,1,Beauty/Makeup/Face,Beauty,Makeup,Face,,,Urban Decay,8,0,1,"brand new, never been opened. 2.4g. 8hr powder highlighter. selling bc i have another one. cruelty free. ships immediately.",0
2057,Express Men Long Sleeve Shirt,3,Men/Tops/Henley,Men,Tops,Henley,,,Express,11,0,0,no description yet,0
2058,Kendra Scott Dylan in Slate,1,Women/Jewelry/Necklaces,Women,Jewelry,Necklaces,,,Kendra Scott,50,0,1,ks dylan slate w gold chain- excellent condition no dustbag,0
2059,Stunning â€¢ Vintage â€¢ Dress,3,Women/Dresses/Full-Length,Women,Dresses,Full-Length,,,Vintage,23,0,1,"absolutely stunning dress! model is a 4/6, dress would fit a 2/4 best. perfect for homecoming prom or even a wedding.",0
2060,1 VS Sport Bra for Faith,1,Women/Athletic Apparel/Sports Bras,Women,Athletic Apparel,Sports Bras,,,Victoria's Secret,19,0,0,new and still on its original packaging. 1 strappy sport bra size: all medium,0
2061,Cat heart lover custom made decal,1,Handmade/Paper Goods/Sticker,Handmade,Paper Goods,Sticker,,,Unknown,4,0,1,"cat lover heart shaped custom decal sticker design for your car or truck window. it is. made from durable white vinyl and is 6"" in size. it comes complete with instructions as well as a free gift too :) enjoy your decal and have a great day! *** please remember to take a minute and rate us to complete this transaction for us *** thank you and have a blessed day :)",0
2062,Mi 6,1,Beauty/Makeup/Makeup Palettes,Beauty,Makeup,Makeup Palettes,,,Unknown,7,0,1,no description yet,0
2063,New Adults coloring book,1,Home/Artwork/Drawings,Home,Artwork,Drawings,,,Unknown,10,0,1,"the perfect coloring book for stress relief - join the millions of grown ups who have rediscovered the bliss of coloring. calm and ease the mind with patterns that were specifically designed to help you relax! more than 30 fanciful full-page illustrations depict the wisest of birds in lush, tapestry-like settings. covered with flowers, paisleys, and other fun-to-color patterns, these adorable owls are posed against vivid backgrounds brimming with intricate designs. pages are perforated and printed on one side only for easy removal and display. 2-3 days free shipping price is firm",0
2064,Victoria's Secret pink cosmetic bag zip,4,Women/Women's Handbags/Cosmetic Bags,Women,Women's Handbags,Cosmetic Bags,,,PINK,10,0,1,faded and a few stray marks. still functional and very cute! overall very nice.pink and black checks,0
2065,Sunnies,1,Women/Women's Accessories/Sunglasses,Women,Women's Accessories,Sunglasses,,,Unknown,13,0,1,new with tags! âœ–ï¸�no holds/tradesâœ–ï¸�,0
2066,Urban Decay All Nighter Setting Spray,1,Beauty/Makeup/Face,Beauty,Makeup,Face,,,Urban Decay,22,0,0,"this is brand new and unused, the 1st time it's been out of the box was for this picture. it's a 4.0 fl oz bottle- full size bottle.",0
2067,2 roller bundle for Monica,1,Home/Home DÃ©cor/Home Fragrance,Home,Home DÃ©cor,Home Fragrance,,,Unknown,16,0,1,"2 brand new, unused, sealed 10ml roller bottles. one of release and one of en-r-gee. each roller contains 100% pure, therapeutic grade essential oils from youngliving and coconut oil. ****************please read**************** please always ask about expected shipping time. be sure to read entire description to ensure you are ordering the right thing! some listings are freshly made, unused rollers made by me and some listings are brand new bottles (all of which are 100% authentic, unaltered youngliving essential oils which are in sealed, unused bottles. roller bottle style, color and labels will vary)",0
2068,Ivory Lace Open Draped Kimono Cardigan M,3,Women/Sweaters/Cardigan,Women,Sweaters,Cardigan,,,Xhilaration,12,0,0,"short sleeve delicate ivory cream lace kimono cardigan. feminine embroidered detail. perfect with jean shorts and sandals or booties. length 25.5"", pit to pit 29""",0
2069,Cover FX Natural Finish Foundation P20,2,Beauty/Makeup/Face,Beauty,Makeup,Face,,,Unknown,18,0,0,full tube... does not match my skin so i'm selling.. originally purchased for 40.00 @ sephora...,0
2070,Just Natural acne set,2,Beauty/Skin Care/Face,Beauty,Skin Care,Face,,,Unknown,34,0,0,three items you can buy all together or separate! natural acne facial toner 4fl oz acne facial day cream 2oz natural acne spot treatment .34 oz *never used just opened but i don't care for the way it smells*,0
2071,IPhone 6 Plus life proof case (white),2,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",Electronics,Cell Phones & Accessories,"Cases, Covers & Skins",,,Apple,39,0,0,"real life proof case comes with cloth, waterproof tester, and head phone adapter originally [rm]",0
2072,Victoria's Secret long line sports bra,1,Women/Athletic Apparel/Sports Bras,Women,Athletic Apparel,Sports Bras,,,Victoria's Secret,30,0,0,"brand new with tags! victoria's secret long line sports bra! includes 2 colors: inkblot and purple soda size: medium message to buyers: if you're interested in building a bundle then please message me, i'm more than happy to work with you:) please feel free to ask any questions before you purchase! i would love for you to give me the best rating possible since it affects my sales! ask me any questions or concerns you may have:) happy shopping! pet and smoke free home:) all my products are 100% authentic and can always provide proof of purchase!",1
2073,Coach bag,3,Women/Women's Handbags/Shoulder Bag,Women,Women's Handbags,Shoulder Bag,,,Coach,25,0,1,selling my coach bag has a few worn spots but this purse is big and has lots of use left and is original,0
2074,Too Faced Melted Matte: Lady Balls,3,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Too Faced,14,0,0,"â™¡tf melted matte liquified long wear lipstick, shade: lady balls ,used once and sanitized â™¡can bundle with other items. thanks for looking! (:",0
2075,F21 Olive Green Smocked Shorts,2,Women/Athletic Apparel/Shorts,Women,Athletic Apparel,Shorts,,,FOREVER 21,9,0,0,olive green | cute detailing at the bottom | sorry it's super wrinkled,0
2076,iPhone 5s,3,,,,,,,Apple,96,1,0,"has a screen protector on it, no sim, t-mobile carrier, works perfectly fine i just bought a new phone",0
2077,DALLAS COWBOYS TEAM ORNAMENT,1,Sports & Outdoors/Fan Shop/NFL,Sports & Outdoors,Fan Shop,NFL,,,Unknown,6,0,1,for all you truly dallas cowboys fans. this will fit perfectly in your christmas tree. dallas cowboys team ornament.,0
2078,Lularoe grey solid TC,1,Women/Jeans/Leggings,Women,Jeans,Leggings,,,Unknown,16,0,1,brand new light grey color. great for fall!,0
2079,White Strapless Wedding Gown [rm],2,Women/Dresses/Full-Length,Women,Dresses,Full-Length,,,Unknown,79,0,0,"price reduced!!!! beautiful new white strapless wedding gown. ([rm] )with small train. size large. never worn. (does need to be pressed but not cleaned) i decided to go with a different look for my wedding. i also have white veil - new ([rm]), size 10 silver glitter flat shoes -used ([rm]), white satin gloves -new ([rm]) available. see my other listings. will bundle all and sell for [rm] w/free shipping.",0
2080,Perfect Tee Lularoe,2,Women/Tops & Blouses/Blouse,Women,Tops & Blouses,Blouse,,,LuLaRoe,19,0,1,xxs lularoe perfect tee (fits like a small) in great condition! washed and cared for with lularoe instructions. solid grey.,0
2081,Soul Eater Death The Kid Shirt FREE SHIP,2,Women/Tops & Blouses/T-Shirts,Women,Tops & Blouses,T-Shirts,,,Unknown,10,0,1,worn once. size medium.,0
2082,Reserve for proudmama,1,Kids/Boys 0-24 Mos/Tops & T-Shirts,Kids,Boys 0-24 Mos,Tops & T-Shirts,,,Hanna Anderson,68,0,1,no description yet,0
2083,*Free ship 3 gold toe rings,1,Women/Jewelry/Rings,Women,Jewelry,Rings,,,Unknown,6,0,1,3 cute gold toe rings. i had just bought a pack and took the silver ones. these are brand new never worn! adjustable,0
2084,Green Bay Packers/ Wisconsin Badgers,1,Sports & Outdoors/Fan Shop/NFL,Sports & Outdoors,Fan Shop,NFL,,,Unknown,20,0,1,green bay packers flag. 3ft by 5ft. features include metal rings for versatile display options.,0
2085,"Gold Push-Up Swimsuit Set (S, M, L, XL)",1,Women/Swimwear/Two-Piece,Women,Swimwear,Two-Piece,,,Unknown,15,0,1,"color: gold sizes: s, m, l, xl (message size after ordering) 2017 sexy women gold push-up bikini set swimsuit swimwear beachwear",0
2086,Buttery Soft Feather Legging One Size OS,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,Unknown,25,0,1,buttery soft feather leggings ~ black & white â€¨ size: one size numeric size: 2-10 waistband: elastic these are not lularoe fabric blend: 92% polyester 8% spandex (same blend as lularoe) â€¨ brand new - hard to find limited edition print! super soft & comfy leggings ~ just like other brands!! â€¨ these are not lularoe leggings but fit & feel just like them! â€¨ free returns before rating! free super fast shipping! smoke free homeâ€¨ ~all prints are limited edition~ ~get your favorite print before its gone!~,0
2087,Classic Avon Original Skin So Soft Lot,1,Beauty/Skin Care/Body,Beauty,Skin Care,Body,,,Avon,12,0,1,"avon skin so soft original hand cream, 3.4 oz 3 pc set free shipping!!!!",0
2088,White converse,2,Women/Shoes/Fashion Sneakers,Women,Shoes,Fashion Sneakers,,,Converse,18,0,0,worn a couple of times they have been cleaned off,0
2089,Ladies Size 16 long black dress jacket,2,Women/Athletic Apparel/Jackets,Women,Athletic Apparel,Jackets,,,Unknown,15,0,0,size 16 ladies long suit jacket. great condition.,0
2090,Guess shirt,2,Women/Tops & Blouses/T-Shirts,Women,Tops & Blouses,T-Shirts,,,GUESS,10,0,0,no description yet,0
2091,Birki's by Birkenstock Navy Size US 8.5,3,Women/Shoes/Sandals,Women,Shoes,Sandals,,,Birkenstock,24,0,0,"gently used, us size 8.5, navy, man made material",0
2092,Large Bun blonde reddish stripes,2,Women/Women's Accessories/Hair Accessories,Women,Women's Accessories,Hair Accessories,,,Unknown,12,0,0,"never worn, this is the larger size bun.",0
2093,Vera Bradley hipster style bag,3,Women/Women's Handbags/Messenger & Crossbody,Women,Women's Handbags,Messenger & Crossbody,,,Vera Bradley,29,0,0,great condition. barely used.,0
2094,2 Touch ID stickers special order,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",Electronics,Cell Phones & Accessories,"Cases, Covers & Skins",,,Unknown,6,0,1,"if your screen was replaced with the wrong color use this to ""help"" match your original home button with your new screen color. or mainly just to add a new look to your iphone or make ur faded home button look shiny new again. it also allows finger print scan function to work right thru the sticker. fits models 5, 5,s, 6, 6s and plus models. i will be shipping this using usps 1st class which takes about a week from hawaii to most states and please double check that your address is correct if you purchase this. visit my page for more color options also. thx! note: this is only a sticker that goes on your home button for looks. it doesn't fix the touch id function on your iphone if it's broken or replace your home button if it's missing. :)",0
2095,Vera Bradley wallet and backpack purse,2,Women/Women's Accessories/Wallets,Women,Women's Accessories,Wallets,,,Vera Bradley,26,0,0,no description yet,0
2096,XS Boutinela Bottoms! Discontinued!,3,Women/Swimwear/Two-Piece,Women,Swimwear,Two-Piece,,,Acacia Swimwear,24,0,0,"xs cheeky bikini bottoms. worn twice, in perfect shape just baggy because have been laying around in my swim suit drawer. can't model because way too small for me. waist measurements: 23-24",0
2097,NEW Gucci Glitter Sunglasses,1,Women/Women's Accessories/Sunglasses,Women,Women's Accessories,Sunglasses,,,Gucci,225,1,1,from current gucci collection - comes with authenticity certificate from gucci. brand new- never worn. retails at [rm]. us protection. brown leather hard embossed gg case,0
2098,NWT ANTLER NECKLACE,1,Women/Jewelry/Necklaces,Women,Jewelry,Necklaces,,,Unknown,17,0,0,"deer antler necklace ca lead and nickel compliant product approx length: 17"" gold",0
2099,Free shipping 5 crest toothpaste,1,Other/Daily & Travel items/Personal Care,Other,Daily & Travel items,Personal Care,,,Unknown,11,0,1,new in box,0
2100,Aeropostale shorts *free ship,3,Women/Athletic Apparel/Shorts,Women,Athletic Apparel,Shorts,,,Aeropostale,7,0,1,girls size 4 bermuda shorts aeropostale,0
2101,NIKE WOMENS AIR MAX SZ 8.5 NEW,1,Women/Shoes/Athletic,Women,Shoes,Athletic,,,Nike,116,1,0,nike womens air max sz 8.5 new 100% authentic color and style sold out in stores! retail for about [rm] no low balling,0
2102,Gameboy Advance Donkey Kong Country 2,3,Electronics/Video Games & Consoles/Games,Electronics,Video Games & Consoles,Games,,,Nintendo,10,0,1,no description yet,0
2103,Windbreaker,3,Men/Coats & Jackets/Windbreaker,Men,Coats & Jackets,Windbreaker,,,Mossimo,16,0,0,men's windbreaker/rain coat still very good condition! size small for men's,0
2104,Baby girl moccasins/ 2 pairs,1,Kids/Girls 0-24 Mos/Shoes,Kids,Girls 0-24 Mos,Shoes,,,Unknown,24,0,0,1. baby girl glitter moccasins brand new with tags/ in plastic size:6-12 months (2) 2. baby girl purple moccasins brand new with tags! size: 1,0
2105,Stone Print Romper (M),1,"Women/Dresses/Above Knee, Mini",Women,Dresses,"Above Knee, Mini",,,Unknown,26,0,0,black & white lightweight romper with pockets is perfect for summer!! material:cotton blend (has some stretch) sleeve: strapless pattern: stone print package included: 1 x women's romper note from manufacturer: there may be a 2-3% difference according to manual measurement. please check the measurement chart carefully before you buy the item.,0
